Date,Prefecture,Newly confirmed cases,1
2020/01/19,Gifu,13,1
2020/01/19,Shizuoka,13,1
2020/01/19,Aichi,13,1
2020/01/19,Mie,13,1
2020/01/19,Shiga,13,1
2020/01/19,Kyoto,13,1
2020/01/19,Osaka,13,1
2020/01/19,Hyogo,13,1
2020/01/19,Nara,13,1
2020/01/19,Wakayama,13,1
2020/01/19,Tottori,13,1
2020/01/19,Shimane,13,1
2020/01/19,Okayama,13,1
2020/01/19,Hiroshima,13,1
2020/01/19,Yamaguchi,13,1
2020/01/19,Tokushima,13,1
2020/01/19,Kagawa,13,1
2020/01/19,Ehime,13,1
2020/01/19,Kochi,13,1
2020/01/19,Fukuoka,13,1
2020/01/19,Saga,13,1
2020/01/19,Nagasaki,13,1
2020/01/19,Kumamoto,13,1
2020/01/19,Oita,13,1
2020/01/19,Miyazaki,13,1
2020/01/19,Kagoshima,13,1
2020/01/19,Okinawa,13,1
2020/01/20,ALL,13,1
2020/01/20,Hokkaido,13,1
2020/01/20,Aomori,13,1
2020/01/20,Iwate,13,1
2020/01/20,Miyagi,13,1
2020/01/20,Akita,13,1
2020/01/20,Yamagata,13,1
2020/01/20,Fukushima,13,1
2020/01/20,Ibaraki,13,1
2020/01/20,Tochigi,13,1
2020/01/20,Gunma,13,1
2020/01/20,Saitama,13,1
2020/01/20,Chiba,13,1
2020/01/20,Tokyo,13,1
2020/01/20,Kanagawa,13,1
2020/01/20,Niigata,13,1
2020/01/20,Toyama,13,1
2020/01/20,Ishikawa,13,1
2020/01/20,Fukui,13,1
2020/01/20,Yamanashi,13,1
2020/01/20,Nagano,13,1
2020/01/20,Gifu,13,1
2020/01/20,Shizuoka,13,1
2020/01/20,Aichi,13,1
2020/01/20,Mie,13,1
2020/01/20,Shiga,13,1
2020/01/20,Kyoto,13,1
2020/01/20,Osaka,13,1
2020/01/20,Hyogo,13,1
2020/01/20,Nara,13,1
2020/01/20,Wakayama,13,1
2020/01/20,Tottori,13,1
2020/01/20,Shimane,13,1
2020/01/20,Okayama,13,1
2020/01/20,Hiroshima,13,1
2020/01/20,Yamaguchi,13,1
2020/01/20,Tokushima,13,1
2020/01/20,Kagawa,13,1
2020/01/20,Ehime,13,1
2020/01/20,Kochi,13,1
2020/01/20,Fukuoka,13,1
2020/01/20,Saga,13,1
2020/01/20,Nagasaki,13,1
2020/01/20,Kumamoto,13,1
2020/01/20,Oita,13,1
2020/01/20,Miyazaki,13,1
2020/01/20,Kagoshima,13,1
2020/01/20,Okinawa,13,1
2020/01/21,ALL,13,1
2020/01/21,Hokkaido,13,1
2020/01/21,Aomori,13,1
2020/01/21,Iwate,13,1
2020/01/21,Miyagi,13,1
2020/01/21,Akita,13,1
2020/01/21,Yamagata,13,1
2020/01/21,Fukushima,13,1
2020/01/21,Ibaraki,13,1
2020/01/21,Tochigi,13,1
2020/01/21,Gunma,13,1
2020/01/21,Saitama,13,1
2020/01/21,Chiba,13,1
2020/01/21,Tokyo,13,1
2020/01/21,Kanagawa,13,1
2020/01/21,Niigata,13,1
2020/01/21,Toyama,13,1
2020/01/21,Ishikawa,13,1
2020/01/21,Fukui,13,1
2020/01/21,Yamanashi,13,1
2020/01/21,Nagano,13,1
2020/01/21,Gifu,13,1
2020/01/21,Shizuoka,13,1
2020/01/21,Aichi,13,1
2020/01/21,Mie,13,1
2020/01/21,Shiga,13,1
2020/01/21,Kyoto,13,1
2020/01/21,Osaka,13,1
2020/01/21,Hyogo,13,1
2020/01/21,Nara,13,1
2020/01/21,Wakayama,13,1
2020/01/21,Tottori,13,1
2020/01/21,Shimane,13,1
2020/01/21,Okayama,13,1
2020/01/21,Hiroshima,13,1
2020/01/21,Yamaguchi,13,1
2020/01/21,Tokushima,13,1
2020/01/21,Kagawa,13,1
2020/01/21,Ehime,13,1
2020/01/21,Kochi,13,1
2020/01/21,Fukuoka,13,1
2020/01/21,Saga,13,1
2020/01/21,Nagasaki,13,1
2020/01/21,Kumamoto,13,1
2020/01/21,Oita,13,1
2020/01/21,Miyazaki,13,1
2020/01/21,Kagoshima,13,1
2020/01/21,Okinawa,13,1
2020/01/22,ALL,13,1
2020/01/22,Hokkaido,13,1
2020/01/22,Aomori,13,1
2020/01/22,Iwate,13,1
2020/01/22,Miyagi,13,1
2020/01/22,Akita,13,1
2020/01/22,Yamagata,13,1
2020/01/22,Fukushima,13,1
2020/01/22,Ibaraki,13,1
2020/01/22,Tochigi,13,1
2020/01/22,Gunma,13,1
2020/01/22,Saitama,13,1
2020/01/22,Chiba,13,1
2020/01/22,Tokyo,13,1
2020/01/22,Kanagawa,13,1
2020/01/22,Niigata,13,1
2020/01/22,Toyama,13,1
2020/01/22,Ishikawa,13,1
2020/01/22,Fukui,13,1
2020/01/22,Yamanashi,13,1
2020/01/22,Nagano,13,1
2020/01/22,Gifu,13,1
2020/01/22,Shizuoka,13,1
2020/01/22,Aichi,13,1
2020/01/22,Mie,13,1
2020/01/22,Shiga,13,1
2020/01/22,Kyoto,13,1
2020/01/22,Osaka,13,1
2020/01/22,Hyogo,13,1
2020/01/22,Nara,13,1
2020/01/22,Wakayama,13,1
2020/01/22,Tottori,13,1
2020/01/22,Shimane,13,1
2020/01/22,Okayama,13,1
2020/01/22,Hiroshima,13,1
2020/01/22,Yamaguchi,13,1
2020/01/22,Tokushima,13,1
2020/01/22,Kagawa,13,1
2020/01/22,Ehime,13,1
2020/01/22,Kochi,13,1
2020/01/22,Fukuoka,13,1
2020/01/22,Saga,13,1
2020/01/22,Nagasaki,13,1
2020/01/22,Kumamoto,13,1
2020/01/22,Oita,13,1
2020/01/22,Miyazaki,13,1
2020/01/22,Kagoshima,13,1
2020/01/22,Okinawa,13,1
2020/01/23,ALL,13,1
2020/01/23,Hokkaido,13,1
2020/01/23,Aomori,13,1
2020/01/23,Iwate,13,1
2020/01/23,Miyagi,13,1
2020/01/23,Akita,13,1
2020/01/23,Yamagata,13,1
2020/01/23,Fukushima,13,1
2020/01/23,Ibaraki,13,1
2020/01/23,Tochigi,13,1
2020/01/23,Gunma,13,1
2020/01/23,Saitama,13,1
2020/01/23,Chiba,13,1
2020/01/23,Tokyo,13,1
2020/01/23,Kanagawa,13,1
2020/01/23,Niigata,13,1
2020/01/23,Toyama,13,1
2020/01/23,Ishikawa,13,1
2020/01/23,Fukui,13,1
2020/01/23,Yamanashi,13,1
2020/01/23,Nagano,13,1
2020/01/23,Gifu,13,1
2020/01/23,Shizuoka,13,1
2020/01/23,Aichi,13,1
2020/01/23,Mie,13,1
2020/01/23,Shiga,13,1
2020/01/23,Kyoto,13,1
2020/01/23,Osaka,13,1
2020/01/23,Hyogo,13,1
2020/01/23,Nara,13,1
2020/01/23,Wakayama,13,1
2020/01/23,Tottori,13,1
2020/01/23,Shimane,13,1
2020/01/23,Okayama,13,1
2020/01/23,Hiroshima,13,1
2020/01/23,Yamaguchi,13,1
2020/01/23,Tokushima,13,1
2020/01/23,Kagawa,13,1
2020/01/23,Ehime,13,1
2020/01/23,Kochi,13,1
2020/01/23,Fukuoka,13,1
2020/01/23,Saga,13,1
2020/01/23,Nagasaki,13,1
2020/01/23,Kumamoto,13,1
2020/01/23,Oita,13,1
2020/01/23,Miyazaki,13,1
2020/01/23,Kagoshima,13,1
2020/01/23,Okinawa,13,1
2020/01/24,ALL,13,1
2020/01/24,Hokkaido,13,1
2020/01/24,Aomori,13,1
2020/01/24,Iwate,13,1
2020/01/24,Miyagi,13,1
2020/01/24,Akita,13,1
2020/01/24,Yamagata,13,1
2020/01/24,Fukushima,13,1
2020/01/24,Ibaraki,13,1
2020/01/24,Tochigi,13,1
2020/01/24,Gunma,13,1
2020/01/24,Saitama,13,1
2020/01/24,Chiba,13,1
2020/01/24,Tokyo,13,1
2020/01/24,Kanagawa,13,1
2020/01/24,Niigata,13,1
2020/01/24,Toyama,13,1
2020/01/24,Ishikawa,13,1
2020/01/24,Fukui,13,1
2020/01/24,Yamanashi,13,1
2020/01/24,Nagano,13,1
2020/01/24,Gifu,13,1
2020/01/24,Shizuoka,13,1
2020/01/24,Aichi,13,1
2020/01/24,Mie,13,1
2020/01/24,Shiga,13,1
2020/01/24,Kyoto,13,1
2020/01/24,Osaka,13,1
2020/01/24,Hyogo,13,1
2020/01/24,Nara,13,1
2020/01/24,Wakayama,13,1
2020/01/24,Tottori,13,1
2020/01/24,Shimane,13,1
2020/01/24,Okayama,13,1
2020/01/24,Hiroshima,13,1
2020/01/24,Yamaguchi,13,1
2020/01/24,Tokushima,13,1
2020/01/24,Kagawa,13,1
2020/01/24,Ehime,13,1
2020/01/24,Kochi,13,1
2020/01/24,Fukuoka,13,1
2020/01/24,Saga,13,1
2020/01/24,Nagasaki,13,1
2020/01/24,Kumamoto,13,1
2020/01/24,Oita,13,1
2020/01/24,Miyazaki,13,1
2020/01/24,Kagoshima,13,1
2020/01/24,Okinawa,13,1
2020/01/25,ALL,13,1
2020/01/25,Hokkaido,13,1
2020/01/25,Aomori,13,1
2020/01/25,Iwate,13,1
2020/01/25,Miyagi,13,1
2020/01/25,Akita,13,1
2020/01/25,Yamagata,13,1
2020/01/25,Fukushima,13,1
2020/01/25,Ibaraki,13,1
2020/01/25,Tochigi,13,1
2020/01/25,Gunma,13,1
2020/01/25,Saitama,13,1
2020/01/25,Chiba,13,1
2020/01/25,Tokyo,13,1
2020/01/25,Kanagawa,13,1
2020/01/25,Niigata,13,1
2020/01/25,Toyama,13,1
2020/01/25,Ishikawa,13,1
2020/01/25,Fukui,13,1
2020/01/25,Yamanashi,13,1
2020/01/25,Nagano,13,1
2020/01/25,Gifu,13,1
2020/01/25,Shizuoka,13,1
2020/01/25,Aichi,13,1
2020/01/25,Mie,13,1
2020/01/25,Shiga,13,1
2020/01/25,Kyoto,13,1
2020/01/25,Osaka,13,1
2020/01/25,Hyogo,13,1
2020/01/25,Nara,13,1
2020/01/25,Wakayama,13,1
2020/01/25,Tottori,13,1
2020/01/25,Shimane,13,1
2020/01/25,Okayama,13,1
2020/01/25,Hiroshima,13,1
2020/01/25,Yamaguchi,13,1
2020/01/25,Tokushima,13,1
2020/01/25,Kagawa,13,1
2020/01/25,Ehime,13,1
2020/01/25,Kochi,13,1
2020/01/25,Fukuoka,13,1
2020/01/25,Saga,13,1
2020/01/25,Nagasaki,13,1
2020/01/25,Kumamoto,13,1
2020/01/25,Oita,13,1
2020/01/25,Miyazaki,13,1
2020/01/25,Kagoshima,13,1
2020/01/25,Okinawa,13,1
2020/01/26,ALL,13,1
2020/01/26,Hokkaido,13,1
2020/01/26,Aomori,13,1
2020/01/26,Iwate,13,1
2020/01/26,Miyagi,13,1
2020/01/26,Akita,13,1
2020/01/26,Yamagata,13,1
2020/01/26,Fukushima,13,1
2020/01/26,Ibaraki,13,1
2020/01/26,Tochigi,13,1
2020/01/26,Gunma,13,1
2020/01/26,Saitama,13,1
2020/01/26,Chiba,13,1
2020/01/26,Tokyo,13,1
2020/01/26,Kanagawa,13,1
2020/01/26,Niigata,13,1
2020/01/26,Toyama,13,1
2020/01/26,Ishikawa,13,1
2020/01/26,Fukui,13,1
2020/01/26,Yamanashi,13,1
2020/01/26,Nagano,13,1
2020/01/26,Gifu,13,1
2020/01/26,Shizuoka,13,1
2020/01/26,Aichi,13,1
2020/01/26,Mie,13,1
2020/01/26,Shiga,13,1
2020/01/26,Kyoto,13,1
2020/01/26,Osaka,13,1
2020/01/26,Hyogo,13,1
2020/01/26,Nara,13,1
2020/01/26,Wakayama,13,1
2020/01/26,Tottori,13,1
2020/01/26,Shimane,13,1
2020/01/26,Okayama,13,1
2020/01/26,Hiroshima,13,1
2020/01/26,Yamaguchi,13,1
2020/01/26,Tokushima,13,1
2020/01/26,Kagawa,13,1
2020/01/26,Ehime,13,1
2020/01/26,Kochi,13,1
2020/01/26,Fukuoka,13,1
2020/01/26,Saga,13,1
2020/01/26,Nagasaki,13,1
2020/01/26,Kumamoto,13,1
2020/01/26,Oita,13,1
2020/01/26,Miyazaki,13,1
2020/01/26,Kagoshima,13,1
2020/01/26,Okinawa,13,1
2020/01/27,ALL,13,1
2020/01/27,Hokkaido,13,1
2020/01/27,Aomori,13,1
2020/01/27,Iwate,13,1
2020/01/27,Miyagi,13,1
2020/01/27,Akita,13,1
2020/01/27,Yamagata,13,1
2020/01/27,Fukushima,13,1
2020/01/27,Ibaraki,13,1
2020/01/27,Tochigi,13,1
2020/01/27,Gunma,13,1
2020/01/27,Saitama,13,1
2020/01/27,Chiba,13,1
2020/01/27,Tokyo,13,1
2020/01/27,Kanagawa,13,1
2020/01/27,Niigata,13,1
2020/01/27,Toyama,13,1
2020/01/27,Ishikawa,13,1
2020/01/27,Fukui,13,1
2020/01/27,Yamanashi,13,1
2020/01/27,Nagano,13,1
2020/01/27,Gifu,13,1
2020/01/27,Shizuoka,13,1
2020/01/27,Aichi,13,1
2020/01/27,Mie,13,1
2020/01/27,Shiga,13,1
2020/01/27,Kyoto,13,1
2020/01/27,Osaka,13,1
2020/01/27,Hyogo,13,1
2020/01/27,Nara,13,1
2020/01/27,Wakayama,13,1
2020/01/27,Tottori,13,1
2020/01/27,Shimane,13,1
2020/01/27,Okayama,13,1
2020/01/27,Hiroshima,13,1
2020/01/27,Yamaguchi,13,1
2020/01/27,Tokushima,13,1
2020/01/27,Kagawa,13,1
2020/01/27,Ehime,13,1
2020/01/27,Kochi,13,1
2020/01/27,Fukuoka,13,1
2020/01/27,Saga,13,1
2020/01/27,Nagasaki,13,1
2020/01/27,Kumamoto,13,1
2020/01/27,Oita,13,1
2020/01/27,Miyazaki,13,1
2020/01/27,Kagoshima,13,1
2020/01/27,Okinawa,13,1
2020/01/28,ALL,13,1
2020/01/28,Hokkaido,13,1
2020/01/28,Aomori,13,1
2020/01/28,Iwate,13,1
2020/01/28,Miyagi,13,1
2020/01/28,Akita,13,1
2020/01/28,Yamagata,13,1
2020/01/28,Fukushima,13,1
2020/01/28,Ibaraki,13,1
2020/01/28,Tochigi,13,1
2020/01/28,Gunma,13,1
2020/01/28,Saitama,13,1
2020/01/28,Chiba,13,1
2020/01/28,Tokyo,13,1
2020/01/28,Kanagawa,13,1
2020/01/28,Niigata,13,1
2020/01/28,Toyama,13,1
2020/01/28,Ishikawa,13,1
2020/01/28,Fukui,13,1
2020/01/28,Yamanashi,13,1
2020/01/28,Nagano,13,1
2020/01/28,Gifu,13,1
2020/01/28,Shizuoka,13,1
2020/01/28,Aichi,13,1
2020/01/28,Mie,13,1
2020/01/28,Shiga,13,1
2020/01/28,Kyoto,13,1
2020/01/28,Osaka,13,1
2020/01/28,Hyogo,13,1
2020/01/28,Nara,13,1
2020/01/28,Wakayama,13,1
2020/01/28,Tottori,13,1
2020/01/28,Shimane,13,1
2020/01/28,Okayama,13,1
2020/01/28,Hiroshima,13,1
2020/01/28,Yamaguchi,13,1
2020/01/28,Tokushima,13,1
2020/01/28,Kagawa,13,1
2020/01/28,Ehime,13,1
2020/01/28,Kochi,13,1
2020/01/28,Fukuoka,13,1
2020/01/28,Saga,13,1
2020/01/28,Nagasaki,13,1
2020/01/28,Kumamoto,13,1
2020/01/28,Oita,13,1
2020/01/28,Miyazaki,13,1
2020/01/28,Kagoshima,13,1
2020/01/28,Okinawa,13,1
2020/01/29,ALL,13,1
2020/01/29,Hokkaido,13,1
2020/01/29,Aomori,13,1
2020/01/29,Iwate,13,1
2020/01/29,Miyagi,13,1
2020/01/29,Akita,13,1
2020/01/29,Yamagata,13,1
2020/01/29,Fukushima,13,1
2020/01/29,Ibaraki,13,1
2020/01/29,Tochigi,13,1
2020/01/29,Gunma,13,1
2020/01/29,Saitama,13,1
2020/01/29,Chiba,13,1
2020/01/29,Tokyo,13,1
2020/01/29,Kanagawa,13,1
2020/01/29,Niigata,13,1
2020/01/29,Toyama,13,1
2020/01/29,Ishikawa,13,1
2020/01/29,Fukui,13,1
2020/01/29,Yamanashi,13,1
2020/01/29,Nagano,13,1
2020/01/29,Gifu,13,1
2020/01/29,Shizuoka,13,1
2020/01/29,Aichi,13,1
2020/01/29,Mie,13,1
2020/01/29,Shiga,13,1
2020/01/29,Kyoto,13,1
2020/01/29,Osaka,13,1
2020/01/29,Hyogo,13,1
2020/01/29,Nara,13,1
2020/01/29,Wakayama,13,1
2020/01/29,Tottori,13,1
2020/01/29,Shimane,13,1
2020/01/29,Okayama,13,1
2020/01/29,Hiroshima,13,1
2020/01/29,Yamaguchi,13,1
2020/01/29,Tokushima,13,1
2020/01/29,Kagawa,13,1
2020/01/29,Ehime,13,1
2020/01/29,Kochi,13,1
2020/01/29,Fukuoka,13,1
2020/01/29,Saga,13,1
2020/01/29,Nagasaki,13,1
2020/01/29,Kumamoto,13,1
2020/01/29,Oita,13,1
2020/01/29,Miyazaki,13,1
2020/01/29,Kagoshima,13,1
2020/01/29,Okinawa,13,1
2020/01/30,ALL,13,1
2020/01/30,Hokkaido,13,1
2020/01/30,Aomori,13,1
2020/01/30,Iwate,13,1
2020/01/30,Miyagi,13,1
2020/01/30,Akita,13,1
2020/01/30,Yamagata,13,1
2020/01/30,Fukushima,13,1
2020/01/30,Ibaraki,13,1
2020/01/30,Tochigi,13,1
2020/01/30,Gunma,13,1
2020/01/30,Saitama,13,1
2020/01/30,Chiba,13,1
2020/01/30,Tokyo,13,1
2020/01/30,Kanagawa,13,1
2020/01/30,Niigata,13,1
2020/01/30,Toyama,13,1
2020/01/30,Ishikawa,13,1
2020/01/30,Fukui,13,1
2020/01/30,Yamanashi,13,1
2020/01/30,Nagano,13,1
2020/01/30,Gifu,13,1
2020/01/30,Shizuoka,13,1
2020/01/30,Aichi,13,1
2020/01/30,Mie,13,1
2020/01/30,Shiga,13,1
2020/01/30,Kyoto,13,1
2020/01/30,Osaka,13,1
2020/01/30,Hyogo,13,1
2020/01/30,Nara,13,1
2020/01/30,Wakayama,13,1
2020/01/30,Tottori,13,1
2020/01/30,Shimane,13,1
2020/01/30,Okayama,13,1
2020/01/30,Hiroshima,13,1
2020/01/30,Yamaguchi,13,1
2020/01/30,Tokushima,13,1
2020/01/30,Kagawa,13,1
2020/01/30,Ehime,13,1
2020/01/30,Kochi,13,1
2020/01/30,Fukuoka,13,1
2020/01/30,Saga,13,1
2020/01/30,Nagasaki,13,1
2020/01/30,Kumamoto,13,1
2020/01/30,Oita,13,1
2020/01/30,Miyazaki,13,1
2020/01/30,Kagoshima,13,1
2020/01/30,Okinawa,13,1
2020/01/31,ALL,13,1
2020/01/31,Hokkaido,13,1
2020/01/31,Aomori,13,1
2020/01/31,Iwate,13,1
2020/01/31,Miyagi,13,1
2020/01/31,Akita,13,1
2020/01/31,Yamagata,13,1
2020/01/31,Fukushima,13,1
2020/01/31,Ibaraki,13,1
2020/01/31,Tochigi,13,1
2020/01/31,Gunma,13,1
2020/01/31,Saitama,13,1
2020/01/31,Chiba,13,1
2020/01/31,Tokyo,13,1
2020/01/31,Kanagawa,13,1
2020/01/31,Niigata,13,1
2020/01/31,Toyama,13,1
2020/01/31,Ishikawa,13,1
2020/01/31,Fukui,13,1
2020/01/31,Yamanashi,13,1
2020/01/31,Nagano,13,1
2020/01/31,Gifu,13,1
2020/01/31,Shizuoka,13,1
2020/01/31,Aichi,13,1
2020/01/31,Mie,13,1
2020/01/31,Shiga,13,1
2020/01/31,Kyoto,13,1
2020/01/31,Osaka,13,1
2020/01/31,Hyogo,13,1
2020/01/31,Nara,13,1
2020/01/31,Wakayama,13,1
2020/01/31,Tottori,13,1
2020/01/31,Shimane,13,1
2020/01/31,Okayama,13,1
2020/01/31,Hiroshima,13,1
2020/01/31,Yamaguchi,13,1
2020/01/31,Tokushima,13,1
2020/01/31,Kagawa,13,1
2020/01/31,Ehime,13,1
2020/01/31,Kochi,13,1
2020/01/31,Fukuoka,13,1
2020/01/31,Saga,13,1
2020/01/31,Nagasaki,13,1
2020/01/31,Kumamoto,13,1
2020/01/31,Oita,13,1
2020/01/31,Miyazaki,13,1
2020/01/31,Kagoshima,13,1
2020/01/31,Okinawa,13,1
2020/02/01,ALL,13,1
2020/02/01,Hokkaido,13,1
2020/02/01,Aomori,13,1
2020/02/01,Iwate,13,1
2020/02/01,Miyagi,13,1
2020/02/01,Akita,13,1
2020/02/01,Yamagata,13,1
2020/02/01,Fukushima,13,1
2020/02/01,Ibaraki,13,1
2020/02/01,Tochigi,13,1
2020/02/01,Gunma,13,1
2020/02/01,Saitama,13,1
2020/02/01,Chiba,13,1
2020/02/01,Tokyo,13,1
2020/02/01,Kanagawa,13,1
2020/02/01,Niigata,13,1
2020/02/01,Toyama,13,1
2020/02/01,Ishikawa,13,1
2020/02/01,Fukui,13,1
2020/02/01,Yamanashi,13,1
2020/02/01,Nagano,13,1
2020/02/01,Gifu,13,1
2020/02/01,Shizuoka,13,1
2020/02/01,Aichi,13,1
2020/02/01,Mie,13,1
2020/02/01,Shiga,13,1
2020/02/01,Kyoto,13,1
2020/02/01,Osaka,13,1
2020/02/01,Hyogo,13,1
2020/02/01,Nara,13,1
2020/02/01,Wakayama,13,1
2020/02/01,Tottori,13,1
2020/02/01,Shimane,13,1
2020/02/01,Okayama,13,1
2020/02/01,Hiroshima,13,1
2020/02/01,Yamaguchi,13,1
2020/02/01,Tokushima,13,1
2020/02/01,Kagawa,13,1
2020/02/01,Ehime,13,1
2020/02/01,Kochi,13,1
2020/02/01,Fukuoka,13,1
2020/02/01,Saga,13,1
2020/02/01,Nagasaki,13,1
2020/02/01,Kumamoto,13,1
2020/02/01,Oita,13,1
2020/02/01,Miyazaki,13,1
2020/02/01,Kagoshima,13,1
2020/02/01,Okinawa,13,1
2020/02/02,ALL,13,1
2020/02/02,Hokkaido,13,1
2020/02/02,Aomori,13,1
2020/02/02,Iwate,13,1
2020/02/02,Miyagi,13,1
2020/02/02,Akita,13,1
2020/02/02,Yamagata,13,1
2020/02/02,Fukushima,13,1
2020/02/02,Ibaraki,13,1
2020/02/02,Tochigi,13,1
2020/02/02,Gunma,13,1
2020/02/02,Saitama,13,1
2020/02/02,Chiba,13,1
2020/02/02,Tokyo,13,1
2020/02/02,Kanagawa,13,1
2020/02/02,Niigata,13,1
2020/02/02,Toyama,13,1
2020/02/02,Ishikawa,13,1
2020/02/02,Fukui,13,1
2020/02/02,Yamanashi,13,1
2020/02/02,Nagano,13,1
